dmu_id,period,output_name,output_value
Entity_90,2025-11-30,output_2,66675.0
Entity_90,2025-11-30,output_1,6495.0
Entity_94,2025-03-31,output_2,39095.0
Entity_94,2025-03-31,output_1,34355
Entity_94,2025-07-31,output_2,39975.0
Entity_94,2025-07-31,output_1,31855
Entity_94,2025-11-30,output_2,41125.0
Entity_94,2025-11-30,output_1,28655
Entity_56,2025-03-31,output_2,187655
Entity_56,2025-03-31,output_1,4285.0
Entity_56,2025-07-31,output_2,19825.0
Entity_56,2025-07-31,output_1,4325.0
Entity_56,2025-11-30,output_2,20415.0
Entity_56,2025-11-30,output_1,4365.0
Entity_28,2025-03-31,output_2,545855
Entity_28,2025-03-31,output_1,100755
Entity_28,2025-07-31,output_2,56275.0
Entity_28,2025-07-31,output_1,102855
Entity_28,2025-11-30,output_2,58075.0
Entity_28,2025-11-30,output_1,103655
Entity_45,2025-03-31,output_2,606355
Entity_45,2025-03-31,output_1,76755
Entity_45,2025-07-31,output_2,56235.0
Entity_45,2025-07-31,output_1,7275.0
Entity_45,2025-11-30,output_2,55485.0
Entity_45,2025-11-30,output_1,69155
Entity_83,2025-03-31,output_2,462955
Entity_83,2025-03-31,output_1,34155
Entity_83,2025-07-31,output_2,45165.0
Entity_83,2025-07-31,output_1,33955
Entity_16,2025-11-30,output_2,446955
Entity_16,2025-11-30,output_1,34555
Entity_39,2025-03-31,output_2,31205.0
Entity_39,2025-03-31,output_1,27855
Entity_39,2025-07-31,output_2,313155
Entity_39,2025-07-31,output_1,2745.0
Entity_39,2025-11-30,output_2,258755
Entity_39,2025-11-30,output_1,27655
Entity_113,2025-03-31,output_2,85575.0
Entity_113,2025-03-31,output_1,15695.0
Entity_113,2025-07-31,output_2,86725.0
Entity_113,2025-07-31,output_1,15905.0
Entity_113,2025-11-30,output_2,882555
Entity_113,2025-11-30,output_1,162255
